Nama_Produk,Akun,Ulasan,Rate,normalized_Ulasan,cleaned_Ulasan,tokenized_Ulasan,stemmed_Ulasan,final_Ulasan,Sentiment
oppo a98,irkamni,barang yang diterima tidak sesuai order. semoga yang lain tidak menjadi korban seperti kami.,1.0,Barang yang diterima tidak sesuai order. semoga yang lain tidak menjadi korban seperti kami.,barang yang diterima tidak sesuai order semoga yang lain tidak menjadi korban seperti kami,"['barang', 'yang', 'diterima', 'tidak', 'sesuai', 'order', 'semoga', 'yang', 'lain', 'tidak', 'menjadi', 'korban', 'seperti', 'kami']","['barang', 'yang', 'terima', 'tidak', 'sesuai', 'order', 'moga', 'yang', 'lain', 'tidak', 'jadi', 'korban', 'seperti', 'kami']","['barang', 'terima', 'sesuai', 'order', 'moga', 'korban']",Negatif
oppo a18,angga,setelah paket dibuka ternyata isinya cuma air mineral bukan hp sesuai yg saya pesan. mohon kebijaksanaan dari pihak toko untuk bantu penyelesaian masalah ini.,1.0,Setelah paket dibuka ternyata isinya cuma air mineral bukan HP sesuai yg saya pesan. Mohon kebijaksanaan dari pihak toko untuk bantu penyelesaian masalah ini.,setelah paket dibuka ternyata isinya cuma air mineral bukan hp sesuai yg saya pesan mohon kebijaksanaan dari pihak toko untuk bantu penyelesaian masalah ini,"['setelah', 'paket', 'dibuka', 'ternyata', 'isinya', 'cuma', 'air', 'mineral', 'bukan', 'hp', 'sesuai', 'yg', 'saya', 'pesan', 'mohon', 'kebijaksanaan', 'dari', 'pihak', 'toko', 'untuk', 'bantu', 'penyelesaian', 'masalah', 'ini']","['telah', 'paket', 'buka', 'nyata', 'isi', 'cuma', 'air', 'mineral', 'bukan', 'hp', 'sesuai', 'yg', 'saya', 'pesan', 'mohon', 'bijaksana', 'dari', 'pihak', 'toko', 'untuk', 'bantu', 'selesai', 'masalah', 'ini']","['paket', 'buka', 'nyata', 'isi', 'air', 'mineral', 'hp', 'sesuai', 'pesan', 'mohon', 'bijaksana', 'toko', 'bantu', 'selesai']",Negatif
oppo reno8,katerina,selama 6 bulan barang tidak terkirim. dan tokopedia tidak mengembalikan uang tersebut.,1.0,Selama 6 bulan barang tidak terkirim. dan Tokopedia tidak mengembalikan uang tersebut.,selama  bulan barang tidak terkirim dan tokopedia tidak mengembalikan uang tersebut,"['selama', 'bulan', 'barang', 'tidak', 'terkirim', 'dan', 'tokopedia', 'tidak', 'mengembalikan', 'uang', 'tersebut']","['lama', 'bulan', 'barang', 'tidak', 'kirim', 'dan', 'tokopedia', 'tidak', 'kembali', 'uang', 'sebut']","['barang', 'kirim', 'tokopedia', 'uang']",Negatif
oppo a98,c***a,tws nya rusak dan pengiriman nya lumayan lama,1.0,Tws nya rusak dan pengiriman nya lumayan lama,tws nya rusak dan pengiriman nya lumayan lama,"['tws', 'nya', 'rusak', 'dan', 'pengiriman', 'nya', 'lumayan', 'lama']","['tws', 'nya', 'rusak', 'dan', 'kirim', 'nya', 'lumayan', 'lama']","['tws', 'rusak', 'kirim', 'lumayan']",Negatif
oppo a52,ch,pelayanan jelek dan lambat,1.0,Pelayanan jelek dan lambat,pelayanan jelek dan lambat,"['pelayanan', 'jelek', 'dan', 'lambat']","['layan', 'jelek', 'dan', 'lambat']","['layan', 'jelek', 'lambat']",Negatif
oppo a5,z***q,saya sudah ratusan kali belanja di toped tapi baru kali ini ngalamin berurusan dgn penjual yang responnya begini buruk...ga bakalan beli disini lagi deh,1.0,saya sudah ratusan kali belanja di toped tapi baru kali ini ngalamin berurusan dengan penjual yang responnya begini buruk...ga bakalan beli disini lagi deh,saya sudah ratusan kali belanja di toped tapi baru kali ini ngalamin berurusan dengan penjual yang responnya begini burukga bakalan beli disini lagi deh,"['saya', 'sudah', 'ratusan', 'kali', 'belanja', 'di', 'toped', 'tapi', 'baru', 'kali', 'ini', 'ngalamin', 'berurusan', 'dengan', 'penjual', 'yang', 'responnya', 'begini', 'burukga', 'bakalan', 'beli', 'disini', 'lagi', 'deh']","['saya', 'sudah', 'ratus', 'kali', 'belanja', 'di', 'toped', 'tapi', 'baru', 'kali', 'ini', 'ngalamin', 'urus', 'dengan', 'jual', 'yang', 'responnya', 'begini', 'burukga', 'bakal', 'beli', 'sini', 'lagi', 'deh']","['ratus', 'kali', 'belanja', 'toped', 'kali', 'ngalamin', 'urus', 'jual', 'responnya', 'burukga', 'beli', 'deh']",Negatif
oppo f11,cahya,datang pecah lo..gpp mudahan berkah dpt uang dr sy dgn seperti itu mudahan berkah dpt uangnya..sdh terlanjur sy konfirm jg ..tiba2 sy dtg ehh buka paket pecah,1.0,Datang pecah lo..gpp mudahan berkah dapat uang dr saya dengan seperti itu mudahan berkah dapat uangnya..sdh terlanjur saya konfirm juga ..tiba2 saya datang ehh buka paket pecah,datang pecah logpp mudahan berkah dapat uang dr saya dengan seperti itu mudahan berkah dapat uangnyasdh terlanjur saya konfirm juga tiba saya datang ehh buka paket pecah,"['datang', 'pecah', 'logpp', 'mudahan', 'berkah', 'dapat', 'uang', 'dr', 'saya', 'dengan', 'seperti', 'itu', 'mudahan', 'berkah', 'dapat', 'uangnyasdh', 'terlanjur', 'saya', 'konfirm', 'juga', 'tiba', 'saya', 'datang', 'ehh', 'buka', 'paket', 'pecah']","['datang', 'pecah', 'logpp', 'mudah', 'berkah', 'dapat', 'uang', 'dr', 'saya', 'dengan', 'seperti', 'itu', 'mudah', 'berkah', 'dapat', 'uangnyasdh', 'lanjur', 'saya', 'konfirm', 'juga', 'tiba', 'saya', 'datang', 'ehh', 'buka', 'paket', 'pecah']","['pecah', 'logpp', 'mudah', 'berkah', 'uang', 'dr', 'mudah', 'berkah', 'uangnyasdh', 'lanjur', 'konfirm', 'ehh', 'buka', 'paket', 'pecah']",Negatif
oppo a3x,marsel,mantap depannya cuman maaf turun bintang pas di check qualcomm nya..,2.0,mantap depannya cuman maaf turun bintang pas di check Qualcomm nya..,mantap depannya cuman maaf turun bintang pas di check qualcomm nya,"['mantap', 'depannya', 'cuman', 'maaf', 'turun', 'bintang', 'pas', 'di', 'check', 'qualcomm', 'nya']","['mantap', 'depan', 'cuman', 'maaf', 'turun', 'bintang', 'pas', 'di', 'check', 'qualcomm', 'nya']","['mantap', 'cuman', 'maaf', 'turun', 'bintang', 'pas', 'check', 'qualcomm']",Negatif
oppoa18,c***p,barang sudah d terima tapi karton sidah terbuka,2.0,barang sudah d terima tapi karton sidah terbuka,barang sudah d terima tapi karton sidah terbuka,"['barang', 'sudah', 'd', 'terima', 'tapi', 'karton', 'sidah', 'terbuka']","['barang', 'sudah', 'd', 'terima', 'tapi', 'karton', 'sidah', 'buka']","['barang', 'd', 'terima', 'karton', 'sidah', 'buka']",Negatif
oppo reno11,jones,paket asal di taro dpn rumah,2.0,paket asal di taro dpn rumah,paket asal di taro dpn rumah,"['paket', 'asal', 'di', 'taro', 'dpn', 'rumah']","['paket', 'asal', 'di', 'taro', 'dpn', 'rumah']","['paket', 'taro', 'dpn', 'rumah']",Negatif
oppo a58,a***i,"brg 3hr di kurir gk jalan2, harus gw komplain ke toped minta investigasi dulu bru kurirnya ngirim.",2.0,"barang 3hr di kurir gk jalan2, harus gw komplain ke toped minta investigasi dulu bru kurirnya ngirim.",barang hr di kurir gk jalan harus gw komplain ke toped minta investigasi dulu bru kurirnya ngirim,"['barang', 'hr', 'di', 'kurir', 'gk', 'jalan', 'harus', 'gw', 'komplain', 'ke', 'toped', 'minta', 'investigasi', 'dulu', 'bru', 'kurirnya', 'ngirim']","['barang', 'hr', 'di', 'kurir', 'gk', 'jalan', 'harus', 'gw', 'komplain', 'ke', 'toped', 'minta', 'investigasi', 'dulu', 'bru', 'kurir', 'ngirim']","['barang', 'hr', 'kurir', 'jalan', 'gw', 'komplain', 'toped', 'investigasi', 'bru', 'kurir', 'ngirim']",Negatif
oppo a16,a***l,"dapet barang repack ,bagian dalem kardus kotor ,sayang ga ke foto karena barangnya langsung di kasihin ke yg punya",2.0,"dapet barang repack ,bagian dalem kardus kotor ,sayang ga ke foto karena barangnya langsung di kasihin ke yg punya",dapet barang repack bagian dalem kardus kotor sayang ga ke foto karena barangnya langsung di kasihin ke yg punya,"['dapet', 'barang', 'repack', 'bagian', 'dalem', 'kardus', 'kotor', 'sayang', 'ga', 'ke', 'foto', 'karena', 'barangnya', 'langsung', 'di', 'kasihin', 'ke', 'yg', 'punya']","['dapet', 'barang', 'repack', 'bagi', 'dalem', 'kardus', 'kotor', 'sayang', 'ga', 'ke', 'foto', 'karena', 'barang', 'langsung', 'di', 'kasihin', 'ke', 'yg', 'punya']","['dapet', 'barang', 'dalem', 'kardus', 'kotor', 'sayang', 'ga', 'foto', 'barang', 'langsung', 'kasihin']",Negatif
oppo reno8,a***i,"kurir yang dipakai ngak jelas, sehingga barangnya kok bisa hilang",2.0,"kurir yang dipakai ngak jelas, sehingga barangnya kok bisa hilang",kurir yang dipakai ngak jelas sehingga barangnya kok bisa hilang,"['kurir', 'yang', 'dipakai', 'ngak', 'jelas', 'sehingga', 'barangnya', 'kok', 'bisa', 'hilang']","['kurir', 'yang', 'pakai', 'ngak', 'jelas', 'sehingga', 'barang', 'kok', 'bisa', 'hilang']","['kurir', 'pakai', 'barang', 'hilang']",Negatif
oppo reno7,r***y,"segel plastik dus sobek dikit, kondisi bungkusan plastik dus seperti sudah di simpan lama",2.0,"segel plastik dus sobek dikit, kondisi bungkusan plastik dus seperti sudah di simpan lama",segel plastik dus sobek dikit kondisi bungkusan plastik dus seperti sudah di simpan lama,"['segel', 'plastik', 'dus', 'sobek', 'dikit', 'kondisi', 'bungkusan', 'plastik', 'dus', 'seperti', 'sudah', 'di', 'simpan', 'lama']","['segel', 'plastik', 'dus', 'sobek', 'dikit', 'kondisi', 'bungkus', 'plastik', 'dus', 'seperti', 'sudah', 'di', 'simpan', 'lama']","['segel', 'plastik', 'dus', 'sobek', 'dikit', 'kondisi', 'bungkus', 'plastik', 'dus', 'simpan']",Negatif
oppo a96,r***a,"barang sih ori krn official store tapi pengemasan lama pengiriman lama, dikomplain dulu baru sampe",2.0,"Barang sih Ori krn official store tapi Pengemasan lama pengiriman lama, dikomplain dulu baru sampe",barang sih ori krn official store tapi pengemasan lama pengiriman lama dikomplain dulu baru sampe,"['barang', 'sih', 'ori', 'krn', 'official', 'store', 'tapi', 'pengemasan', 'lama', 'pengiriman', 'lama', 'dikomplain', 'dulu', 'baru', 'sampe']","['barang', 'sih', 'ori', 'krn', 'official', 'store', 'tapi', 'emas', 'lama', 'kirim', 'lama', 'komplain', 'dulu', 'baru', 'sampe']","['barang', 'sih', 'ori', 'krn', 'official', 'store', 'emas', 'kirim', 'komplain', 'sampe']",Negatif
oppo a15,ferry,"tidak ada headset, tidak ada alat utk membuka tmpt kartu sim",2.0,"tidak ada headset, tidak ada alat utk membuka tmpt kartu sim",tidak ada headset tidak ada alat utk membuka tmpt kartu sim,"['tidak', 'ada', 'headset', 'tidak', 'ada', 'alat', 'utk', 'membuka', 'tmpt', 'kartu', 'sim']","['tidak', 'ada', 'headset', 'tidak', 'ada', 'alat', 'utk', 'buka', 'tmpt', 'kartu', 'sim']","['headset', 'alat', 'utk', 'buka', 'tmpt', 'kartu', 'sim']",Negatif
oppo reno5,f***a,"diterima dengan kondisi layar rusak, disentuh loncat loncat. harus dibawa ke service center buat dituker unit baru.",2.0,"diterima dengan kondisi layar rusak, disentuh loncat loncat. harus dibawa ke service center buat dituker unit baru.",diterima dengan kondisi layar rusak disentuh loncat loncat harus dibawa ke service center buat dituker unit baru,"['diterima', 'dengan', 'kondisi', 'layar', 'rusak', 'disentuh', 'loncat', 'loncat', 'harus', 'dibawa', 'ke', 'service', 'center', 'buat', 'dituker', 'unit', 'baru']","['terima', 'dengan', 'kondisi', 'layar', 'rusak', 'sentuh', 'loncat', 'loncat', 'harus', 'bawa', 'ke', 'service', 'center', 'buat', 'dituker', 'unit', 'baru']","['terima', 'kondisi', 'layar', 'rusak', 'sentuh', 'loncat', 'loncat', 'bawa', 'service', 'center', 'dituker', 'unit']",Negatif
oppo a96,edwan,pengiriman cukup lama dan udah ga dapet speaker padahal order di tanggal 18 siang,2.0,pengiriman cukup lama dan udah ga dapet speaker padahal order di tanggal 18 siang,pengiriman cukup lama dan udah ga dapet speaker padahal order di tanggal  siang,"['pengiriman', 'cukup', 'lama', 'dan', 'udah', 'ga', 'dapet', 'speaker', 'padahal', 'order', 'di', 'tanggal', 'siang']","['kirim', 'cukup', 'lama', 'dan', 'udah', 'ga', 'dapet', 'speaker', 'padahal', 'order', 'di', 'tanggal', 'siang']","['kirim', 'udah', 'ga', 'dapet', 'speaker', 'order', 'tanggal', 'siang']",Negatif
oppo reno7,widya,"ga sesuai dengan isi nya,diketerangannya dapat headset tp pas dateng ga adaa",2.0,"ga sesuai dengan isi nya,diketerangannya dapat headset tapi pas dateng ga adaa",ga sesuai dengan isi nyadiketerangannya dapat headset tapi pas dateng ga adaa,"['ga', 'sesuai', 'dengan', 'isi', 'nyadiketerangannya', 'dapat', 'headset', 'tapi', 'pas', 'dateng', 'ga', 'adaa']","['ga', 'sesuai', 'dengan', 'isi', 'nyadiketerangannya', 'dapat', 'headset', 'tapi', 'pas', 'dateng', 'ga', 'adaa']","['ga', 'sesuai', 'isi', 'nyadiketerangannya', 'headset', 'pas', 'dateng', 'ga', 'adaa']",Negatif
oppo a16,rival,"kalau ada permintaan barang di cancel, ya tolong di cancel",2.0,"kalau ada permintaan barang di cancel, ya tolong di cancel",kalau ada permintaan barang di cancel ya tolong di cancel,"['kalau', 'ada', 'permintaan', 'barang', 'di', 'cancel', 'ya', 'tolong', 'di', 'cancel']","['kalau', 'ada', 'minta', 'barang', 'di', 'cancel', 'ya', 'tolong', 'di', 'cancel']","['barang', 'cancel', 'tolong', 'cancel']",Negatif
oppo reno5,r****a,kecewa banget,2.0,kecewa banget,kecewa banget,"['kecewa', 'banget']","['kecewa', 'banget']","['kecewa', 'banget']",Negatif
oppo a15s,sunarwan,kemasan barang kuranng pengamannya kak,2.0,kemasan barang kuranng pengamannya kak,kemasan barang kuranng pengamannya kak,"['kemasan', 'barang', 'kuranng', 'pengamannya', 'kak']","['kemas', 'barang', 'kuranng', 'kam', 'kak']","['kemas', 'barang', 'kuranng', 'kam', 'kak']",Negatif
oppo a74,indra,lama bgt kerja nya,2.0,lama banget kerja nya,lama banget kerja nya,"['lama', 'banget', 'kerja', 'nya']","['lama', 'banget', 'kerja', 'nya']","['banget', 'kerja']",Negatif
oppo reno10,jono123,"hp ini lumayan sih, cuma gak sesuai ekspektasi aja.",3.0,"Hp ini lumayan sih, cuma gak sesuai ekspektasi aja.",hp ini lumayan sih cuma gak sesuai ekspektasi aja,"['hp', 'ini', 'lumayan', 'sih', 'cuma', 'gak', 'sesuai', 'ekspektasi', 'aja']","['hp', 'ini', 'lumayan', 'sih', 'cuma', 'gak', 'sesuai', 'ekspektasi', 'aja']","['hp', 'lumayan', 'sih', 'sesuai', 'ekspektasi', 'aja']",Netral
oppo A57,choco_latte,"oke-oke aja, tapi kadang suka nge-lag juga.",3.0,"Oke-oke aja, tapi kadang suka nge-lag juga.",okeoke aja tapi kadang suka ngelag juga,"['okeoke', 'aja', 'tapi', 'kadang', 'suka', 'ngelag', 'juga']","['okeoke', 'aja', 'tapi', 'kadang', 'suka', 'ngelag', 'juga']","['okeoke', 'aja', 'kadang', 'suka', 'ngelag']",Netral
oppo reno7,si_panda,"cukup lah, tapi masih bisa lebih bagus.",3.0,"Cukup lah, tapi masih bisa lebih bagus.",cukup lah tapi masih bisa lebih bagus,"['cukup', 'lah', 'tapi', 'masih', 'bisa', 'lebih', 'bagus']","['cukup', 'lah', 'tapi', 'masih', 'bisa', 'lebih', 'bagus']",['bagus'],Netral
Oppo A77s,rina_kawaii,"gak jelek, cuma kameranya biasa aja.",3.0,"Gak jelek, cuma kameranya biasa aja.",gak jelek cuma kameranya biasa aja,"['gak', 'jelek', 'cuma', 'kameranya', 'biasa', 'aja']","['gak', 'jelek', 'cuma', 'kamera', 'biasa', 'aja']","['jelek', 'kamera', 'aja']",Netral
Oppo reno8,gamerz77,"baterai oke, cuma kalo dipake main cepet abis.",3.0,"Baterai oke, cuma kalo dipake main cepet abis.",baterai oke cuma kalo dipake main cepet abis,"['baterai', 'oke', 'cuma', 'kalo', 'dipake', 'main', 'cepet', 'abis']","['baterai', 'oke', 'cuma', 'kalo', 'dipake', 'main', 'cepet', 'abis']","['baterai', 'kalo', 'dipake', 'main', 'cepet', 'abis']",Netral
Oppo reno10,toni_ton,"desainnya cakep, tapi performa so-so.",3.0,"Desainnya cakep, tapi performa so-so.",desainnya cakep tapi performa soso,"['desainnya', 'cakep', 'tapi', 'performa', 'soso']","['desain', 'cakep', 'tapi', 'performa', 'soso']","['desain', 'cakep', 'performa', 'soso']",Netral
oppo reno8,daydreamer,"okelah buat harian, tapi gak lebih dari itu.",3.0,"Okelah buat harian, tapi gak lebih dari itu.",okelah buat harian tapi gak lebih dari itu,"['okelah', 'buat', 'harian', 'tapi', 'gak', 'lebih', 'dari', 'itu']","['oke', 'buat', 'hari', 'tapi', 'gak', 'lebih', 'dari', 'itu']",[],Netral
oppo A96,coffee_addict,harga sama kualitasnya seimbang kok.,3.0,Harga sama kualitasnya seimbang kok.,harga sama kualitasnya seimbang kok,"['harga', 'sama', 'kualitasnya', 'seimbang', 'kok']","['harga', 'sama', 'kualitas', 'imbang', 'kok']","['harga', 'kualitas', 'imbang']",Netral
oppo A54,putra.mlg,ada beberapa fitur yang kadang suka lemot.,3.0,Ada beberapa fitur yang kadang suka lemot.,ada beberapa fitur yang kadang suka lemot,"['ada', 'beberapa', 'fitur', 'yang', 'kadang', 'suka', 'lemot']","['ada', 'beberapa', 'fitur', 'yang', 'kadang', 'suka', 'lot']","['fitur', 'kadang', 'suka', 'lot']",Netral
oppo A54,maya_journey,"biasa aja, gak jelek tapi gak istimewa juga.",3.0,"Biasa aja, gak jelek tapi gak istimewa juga.",biasa aja gak jelek tapi gak istimewa juga,"['biasa', 'aja', 'gak', 'jelek', 'tapi', 'gak', 'istimewa', 'juga']","['biasa', 'aja', 'gak', 'jelek', 'tapi', 'gak', 'istimewa', 'juga']","['aja', 'jelek', 'istimewa']",Netral
oppo A55,doodle_jane,"pengalaman pake-nya ya gitu deh, cukup lah.",3.0,"Pengalaman pake-nya ya gitu deh, cukup lah.",pengalaman pakenya ya gitu deh cukup lah,"['pengalaman', 'pakenya', 'ya', 'gitu', 'deh', 'cukup', 'lah']","['alam', 'pakenya', 'ya', 'gitu', 'deh', 'cukup', 'lah']","['alam', 'pakenya', 'gitu', 'deh']",Netral
oppo reno7,aldo_hero,"build quality-nya lumayan, performa standar.",3.0,"Build quality-nya lumayan, performa standar.",build qualitynya lumayan performa standar,"['build', 'qualitynya', 'lumayan', 'performa', 'standar']","['build', 'qualitynya', 'lumayan', 'performa', 'standar']","['build', 'qualitynya', 'lumayan', 'performa', 'standar']",Netral
OPPO A3 Pro 5G,miss_galaxy,"foto oke siang hari, malam agak blur.",3.0,"Foto oke siang hari, malam agak blur.",foto oke siang hari malam agak blur,"['foto', 'oke', 'siang', 'hari', 'malam', 'agak', 'blur']","['foto', 'oke', 'siang', 'hari', 'malam', 'agak', 'blur']","['foto', 'siang', 'malam', 'blur']",Netral
OPPO A3 Pro 5G,diki_smart,"charging cepat, cuma sering anget banget.",3.0,"Charging cepat, cuma sering anget banget.",charging cepat cuma sering anget banget,"['charging', 'cepat', 'cuma', 'sering', 'anget', 'banget']","['charging', 'cepat', 'cuma', 'sering', 'anget', 'banget']","['charging', 'cepat', 'anget', 'banget']",Netral
OPPO A3 Pro 5G,aku_sibuk,"memori cukup besar, tapi tetep sering lemot.",3.0,"Memori cukup besar, tapi tetep sering lemot.",memori cukup besar tapi tetep sering lemot,"['memori', 'cukup', 'besar', 'tapi', 'tetep', 'sering', 'lemot']","['memori', 'cukup', 'besar', 'tapi', 'tetep', 'sering', 'lot']","['memori', 'tetep', 'lot']",Netral
Oppo A3x,winda_chic,"gak ada masalah besar sih, cuma kurang greget aja.",3.0,"Gak ada masalah besar sih, cuma kurang greget aja.",gak ada masalah besar sih cuma kurang greget aja,"['gak', 'ada', 'masalah', 'besar', 'sih', 'cuma', 'kurang', 'greget', 'aja']","['gak', 'ada', 'masalah', 'besar', 'sih', 'cuma', 'kurang', 'greget', 'aja']","['sih', 'greget', 'aja']",Netral
Oppo A3x,lucky_paws,"suara speakernya jernih, cuma kurang keras.",3.0,"Suara speakernya jernih, cuma kurang keras.",suara speakernya jernih cuma kurang keras,"['suara', 'speakernya', 'jernih', 'cuma', 'kurang', 'keras']","['suara', 'speakernya', 'jernih', 'cuma', 'kurang', 'keras']","['suara', 'speakernya', 'jernih', 'keras']",Netral
Oppo A3x,bola_freak,"layar cukup terang, tapi warnanya gak nendang.",3.0,"Layar cukup terang, tapi warnanya gak nendang.",layar cukup terang tapi warnanya gak nendang,"['layar', 'cukup', 'terang', 'tapi', 'warnanya', 'gak', 'nendang']","['layar', 'cukup', 'terang', 'tapi', 'warna', 'gak', 'nendang']","['layar', 'terang', 'warna', 'nendang']",Netral
Oppo A3x,zacky_ninja,"oke buat streaming, gaming rada patah-patah.",3.0,"Oke buat streaming, gaming rada patah-patah.",oke buat streaming gaming rada patahpatah,"['oke', 'buat', 'streaming', 'gaming', 'rada', 'patahpatah']","['oke', 'buat', 'streaming', 'gaming', 'rada', 'patahpatah']","['streaming', 'gaming', 'rada', 'patahpatah']",Netral
Oppo A3x,angel99,"baterai tahan lama, performa biasa.",3.0,"Baterai tahan lama, performa biasa.",baterai tahan lama performa biasa,"['baterai', 'tahan', 'lama', 'performa', 'biasa']","['baterai', 'tahan', 'lama', 'performa', 'biasa']","['baterai', 'tahan', 'performa']",Netral
Oppo A3x,ryancool88,"mudah dipake, cuma kadang lemotnya ngeselin.",3.0,"Mudah dipake, cuma kadang lemotnya ngeselin.",mudah dipake cuma kadang lemotnya ngeselin,"['mudah', 'dipake', 'cuma', 'kadang', 'lemotnya', 'ngeselin']","['mudah', 'dipake', 'cuma', 'kadang', 'lot', 'ngeselin']","['mudah', 'dipake', 'kadang', 'lot', 'ngeselin']",Netral
Oppo A3x,fajar_happy,"tampilan oke, responsivitas kurang.",3.0,"Tampilan oke, responsivitas kurang.",tampilan oke responsivitas kurang,"['tampilan', 'oke', 'responsivitas', 'kurang']","['tampil', 'oke', 'responsivitas', 'kurang']","['tampil', 'responsivitas']",Netral
Oppo A3x,zoe_doodle,"foto lumayan jelas, detailnya sih biasa aja.",3.0,"Foto lumayan jelas, detailnya sih biasa aja.",foto lumayan jelas detailnya sih biasa aja,"['foto', 'lumayan', 'jelas', 'detailnya', 'sih', 'biasa', 'aja']","['foto', 'lumayan', 'jelas', 'detail', 'sih', 'biasa', 'aja']","['foto', 'lumayan', 'detail', 'sih', 'aja']",Netral
oppo reno8,papoy_team,"gak ada masalah gede, tapi gak ada yang wow juga.",3.0,"Gak ada masalah gede, tapi gak ada yang wow juga.",gak ada masalah gede tapi gak ada yang wow juga,"['gak', 'ada', 'masalah', 'gede', 'tapi', 'gak', 'ada', 'yang', 'wow', 'juga']","['gak', 'ada', 'masalah', 'gede', 'tapi', 'gak', 'ada', 'yang', 'wow', 'juga']","['gede', 'wow']",Netral
Oppo Reno6 5G,juan_lover,"os jalan lancar, tapi kadang ada bug.",3.0,"OS jalan lancar, tapi kadang ada bug.",os jalan lancar tapi kadang ada bug,"['os', 'jalan', 'lancar', 'tapi', 'kadang', 'ada', 'bug']","['os', 'jalan', 'lancar', 'tapi', 'kadang', 'ada', 'bug']","['os', 'jalan', 'lancar', 'kadang', 'bug']",Netral
oppo a55,foodie_lover,lumayan buat multitasking ringan.,3.0,Lumayan buat multitasking ringan.,lumayan buat multitasking ringan,"['lumayan', 'buat', 'multitasking', 'ringan']","['lumayan', 'buat', 'multitasking', 'ringan']","['lumayan', 'multitasking', 'ringan']",Netral
oppo a95,alay_king,"harganya sih oke, fiturnya juga standar.",3.0,"Harganya sih oke, fiturnya juga standar.",harganya sih oke fiturnya juga standar,"['harganya', 'sih', 'oke', 'fiturnya', 'juga', 'standar']","['harga', 'sih', 'oke', 'fiturnya', 'juga', 'standar']","['harga', 'sih', 'fiturnya', 'standar']",Netral
oppo reno8,mimin_cute,"cukup puas sih, cuma masih ada kekurangan.",3.0,"Cukup puas sih, cuma masih ada kekurangan.",cukup puas sih cuma masih ada kekurangan,"['cukup', 'puas', 'sih', 'cuma', 'masih', 'ada', 'kekurangan']","['cukup', 'puas', 'sih', 'cuma', 'masih', 'ada', 'kurang']","['puas', 'sih']",Netral
oppo a76,sup3rn0va,"enak buat sehari-hari, performanya ya gitu-gitu.",3.0,"Enak buat sehari-hari, performanya ya gitu-gitu.",enak buat seharihari performanya ya gitugitu,"['enak', 'buat', 'seharihari', 'performanya', 'ya', 'gitugitu']","['enak', 'buat', 'seharihari', 'performa', 'ya', 'gitugitu']","['enak', 'seharihari', 'performa', 'gitugitu']",Netral
oppo a16,timon_tim,pengalaman pake stabil-stabil aja.,3.0,Pengalaman pake stabil-stabil aja.,pengalaman pake stabilstabil aja,"['pengalaman', 'pake', 'stabilstabil', 'aja']","['alam', 'pake', 'stabilstabil', 'aja']","['alam', 'pake', 'stabilstabil', 'aja']",Netral
oppo a16,kucing_nyaring,"gampang dipake, performa biasa aja sih.",3.0,"Gampang dipake, performa biasa aja sih.",gampang dipake performa biasa aja sih,"['gampang', 'dipake', 'performa', 'biasa', 'aja', 'sih']","['gampang', 'dipake', 'performa', 'biasa', 'aja', 'sih']","['gampang', 'dipake', 'performa', 'aja', 'sih']",Netral
oppo a16,otto_travel,beberapa fitur jarang dipake.,3.0,Beberapa fitur jarang dipake.,beberapa fitur jarang dipake,"['beberapa', 'fitur', 'jarang', 'dipake']","['beberapa', 'fitur', 'jarang', 'dipake']","['fitur', 'jarang', 'dipake']",Netral
oppo a54,ricky_rock,"audio jelas, cuma volume kurang nendang.",3.0,"Audio jelas, cuma volume kurang nendang.",audio jelas cuma volume kurang nendang,"['audio', 'jelas', 'cuma', 'volume', 'kurang', 'nendang']","['audio', 'jelas', 'cuma', 'volume', 'kurang', 'nendang']","['audio', 'volume', 'nendang']",Netral
oppo a16,opal_friends,"buat browsing oke, multitasking berat kurang.",3.0,"Buat browsing oke, multitasking berat kurang.",buat browsing oke multitasking berat kurang,"['buat', 'browsing', 'oke', 'multitasking', 'berat', 'kurang']","['buat', 'browsing', 'oke', 'multitasking', 'berat', 'kurang']","['browsing', 'multitasking', 'berat']",Netral
oppo a16,roro_kebaya,"layar lebar, tapi gambar gak terlalu tajam.",3.0,"Layar lebar, tapi gambar gak terlalu tajam.",layar lebar tapi gambar gak terlalu tajam,"['layar', 'lebar', 'tapi', 'gambar', 'gak', 'terlalu', 'tajam']","['layar', 'lebar', 'tapi', 'gambar', 'gak', 'terlalu', 'tajam']","['layar', 'lebar', 'gambar', 'tajam']",Netral
oppo a16,jessica_cool,"gak banyak keluhan, cuma gak menonjol juga.",3.0,"Gak banyak keluhan, cuma gak menonjol juga.",gak banyak keluhan cuma gak menonjol juga,"['gak', 'banyak', 'keluhan', 'cuma', 'gak', 'menonjol', 'juga']","['gak', 'banyak', 'keluh', 'cuma', 'gak', 'tonjol', 'juga']","['keluh', 'tonjol']",Netral
oppo a16,budi_pensil,"fungsinya standar, gak ada yang spesial.",3.0,"Fungsinya standar, gak ada yang spesial.",fungsinya standar gak ada yang spesial,"['fungsinya', 'standar', 'gak', 'ada', 'yang', 'spesial']","['fungsi', 'standar', 'gak', 'ada', 'yang', 'spesial']","['fungsi', 'standar', 'spesial']",Netral
